date	label	text
 2020 Mar 27 05:43:09	2	O povo saberá que foi enganado pelos os governos e a imprensa.  Não é a primeira vez que a China manipula mercado c… https://t.co/KjMrjPKHwq
 2020 Mar 27 05:43:08	2	"RT @RubenSanchezTW: ""A China"". No es periodismo. Es... https://t.co/K0DYcHi3js"
 2020 Mar 27 05:43:08	2	RT @elorakdshn: China is a fucking liar too. The refuse to accept new Covid19 suspected patients just to keep “zero new patient record” cle…
 2020 Mar 27 05:43:08	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:08	2	RT @globaltimesnews: China's speed! Mask production lines in China: daily mask output has exceeded 110 million units! #COVID19 https://t.co…
 2020 Mar 27 05:43:08	2	"@palkisu yep considerable &amp; considerably $$ #yuan funded
propaganda machine
of
#china 
now focused on #covid19 #coronavirus"
 2020 Mar 27 05:43:08	2	"RT @EnzoMazak: First they exported the #chinesevirus, victimized themselves, now closed the border to save their own asses.

This is #china…"
 2020 Mar 27 05:43:08	2	RT @elorakdshn: China is a fucking liar too. The refuse to accept new Covid19 suspected patients just to keep “zero new patient record” cle…
 2020 Mar 27 05:43:08	0	RT @kompascom: Amerika Serika kini memiliki kasus positif virus corona terkonfirmasi tertinggi di dunia melebihi China dan Italia. &gt; #Tren…
 2020 Mar 27 05:43:08	2	China.. 😂😂😂 https://t.co/SjXG4LuuqK
 2020 Mar 27 05:43:08	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:08	1	RT @RamliRizal: Dulu kok kita takut melarang warga Tiongkok ke Indonesia, lah sekarang RRC larang orang asing ke Tiongkok. Apa bedanya ya ?…
 2020 Mar 27 05:43:08	1	RT @PrinceArihan: If I get locked out of Twitter this time, please note it is because I will delving deep into the failure of WHO, Dr Tedro…
 2020 Mar 27 05:43:08	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:08	0	"RT @charliekirk11: BREAKING:

Another migrant caravan is heading to the US border

While we suffer under the strain of the China Virus, we…"
 2020 Mar 27 05:43:08	0	@NihaMasih Are you out of your mind? Whole world sacrifice just because of corona virus. And where this virus come… https://t.co/VfGdjy7FTz
 2020 Mar 27 05:43:08	2	RT @mlipsitch: True. We are near the beginning of the epidemic, with most people still susceptible. China and Korea have suppressed transmi…
 2020 Mar 27 05:43:08	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:08	2	RT @existentialcoms: The reason the American government can't build a temporary hospital in 10 days like China can is because our governmen…
 2020 Mar 27 05:43:08	1	RT @devduttmyth: Did you see police beating up citizens as part of coronavirus physical distancing in China, in Italy, in France, in USA?…
 2020 Mar 27 05:43:08	1	"RT @GordonGChang: #China could have shared #coronavirus information at an early stage so that no one would have been ""caught by surprise""--…"
 2020 Mar 27 05:43:08	2	We’ve surpass china 😳
 2020 Mar 27 05:43:07	2	RT @_danthemanx: china are lifting their isolation on the 8th of april, it was enforced on the 23rd january, and people really believe we’r…
 2020 Mar 27 05:43:07	2	@realDonaldTrump It became Corona virus instead of China virus..... How impressive!!!
 2020 Mar 27 05:43:07	2	RT @pedagogito: China ocultó la epidemia desde noviembre 2019. https://t.co/F41zZM97qj
 2020 Mar 27 05:43:07	1	RT @WIONews: #Gravitas | China is trying to flip the script of the Coronavirus outbreak. Chinese officials and state media are pushing prop…
 2020 Mar 27 05:43:07	1	"RT @OzraeliAvi: Wondering how the CCP is keeping China’s Coronavirus numbers at zero?

Watch what happens when you show up for a test: 

ht…"
 2020 Mar 27 05:43:07	1	RT @YoAlejoV: El coronavirus no acabará con Estados Unidos, sino el propio presidente Trump. En lugar de mostrar solidaridad en medio de la…
 2020 Mar 27 05:43:07	2	RT @IngrahamAngle: China has bought off everyone.  “Play nice and we will send you N95 masks!”
 2020 Mar 27 05:43:07	2	RT @rose_k01: THIS IS What China did  #ChineseVirus19  #ChinaVirus #COVID19 #ChineseVirus #CoronavirusOubreak #XijinpingVirus #MadeInChinaV…
 2020 Mar 27 05:43:07	1	RT @UnSubtleDesi: China refuses to allow discussion on Wuhan Coronavirus in UNSC, blocks draft that called for “full transparency” over the…
 2020 Mar 27 05:43:07	2	"RT @fachri_kh: Seret China ke Mahkamah Internasional

Sekarang juga!

👊👊👊 https://t.co/9uKs0xBcIO"
 2020 Mar 27 05:43:07	2	"RT @Lanla51091: AIMAN China Entertainment Glod data ดัชนีวัดความบันเทิงของจีน 
TOP20 ศิลปินดาราที่มีผู้ติดตามใช้งานอยู่ การเคลื่อนไหวของแฟน…"
 2020 Mar 27 05:43:07	1	RT @DailyCaller: FLASHBACK To March 3: Bill De Blasio Asks New Yorkers To Ignore Coronavirus, Get On With Their Lives https://t.co/MzGUzNze…
 2020 Mar 27 05:43:07	2	"RT @palkisu: China’s propaganda franchises:

Research &amp; think tanks: Billions in sponsorship.A Harvard professor on China’s payrolls arrest…"
 2020 Mar 27 05:43:07	2	"RT @palkisu: China’s propaganda franchises:

Research &amp; think tanks: Billions in sponsorship.A Harvard professor on China’s payrolls arrest…"
 2020 Mar 27 05:43:07	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:07	0	RT @PhysicsVideo_: China started installing holographic buttons to combat current and future disease spreading https://t.co/RkXg4YZFyf
 2020 Mar 27 05:43:07	2	RT @TheSkandar: China will announce that their Med Researchers have found a cure to destroy the virus. Now China have other countries stock…
 2020 Mar 27 05:43:07	0	RT @FirstSquawk: XI SAYS CHINA WILLING TO SUPPORT U.S. IN VIRUS CONTROL: XINHUA
 2020 Mar 27 05:43:07	1	RT @Chris77744410: Hey @China, if only a few thousand died from the Coronavirus In your country, why are there 21 million Chinese residenti…
 2020 Mar 27 05:43:07	2	@Akiangio2 Yeah akanunua basi kubwa toka kwa Super Feo Express, na sasa kaamua kuagiza kutoka China kabisa.
 2020 Mar 27 05:43:07	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:07	2	RT @modofabiomax: imagina vc  sobreviver ao covid-19 e a china lançar o covid-20 S Plus
 2020 Mar 27 05:43:06	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:06	0	"📌 Los test rápidos de coronavirus comprados en China NO funcionan bien .
“Con ese valor no tiene sentido usar estas… https://t.co/ZbUMVbMcE4"
 2020 Mar 27 05:43:06	2	@Josh95046232 @onemericans @real_defender @realDonaldTrump time to throw the failure to China is also a special characteristic of Trump gov
 2020 Mar 27 05:43:06	2	RT @elorakdshn: China is a fucking liar too. The refuse to accept new Covid19 suspected patients just to keep “zero new patient record” cle…
 2020 Mar 27 05:43:06	1	"RT @rishibagree: Dear Friends

China is very upset with tweeples calling #CoronaVirus as #ChineseVirus19 
So please do not RT it

Thank you"
 2020 Mar 27 05:43:06	2	RT @Atheist_Krishna: Give India permanent seat at the UN Security Council &amp; kick out China.
 2020 Mar 27 05:43:06	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:06	1	RT @IntelDoge: President Trump confirms he's recently spoken with Xi Jinping of #China.
 2020 Mar 27 05:43:06	2	@majorgauravarya Major sir, some are kimkartavyavimudh i.e don't know how to respond to this disaster or hold accou… https://t.co/AFMXsfmxKm
 2020 Mar 27 05:43:06	0	We should all start wearing ribbons for all covid 19 victims. I believe red and gold are the perfect two colors sin… https://t.co/ZtgZOUBQzV
 2020 Mar 27 05:43:06	1	RT @hakana: Trump her gün basın toplantısına “Çin virüsü” “Wuhan virüsü” diye başlıyor. 2008’deki finansal krizi Lehman’ın iflası ile başla…
 2020 Mar 27 05:43:06	2	@eugenegu Well two things. First who trusts China's numbers. Second people in the US need to listen and stay home.
 2020 Mar 27 05:43:06	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:06	0	RT @CNNIndonesia: Jumlah Kasus Corona di AS kini Tertinggi di Dunia Salip China https://t.co/D8Pi1Uv1Er
 2020 Mar 27 05:43:06	2	RT @_danthemanx: china are lifting their isolation on the 8th of april, it was enforced on the 23rd january, and people really believe we’r…
 2020 Mar 27 05:43:06	1	"RT @ishkarnBHANDARI: The most important thing, long term for India is to become Manufacturing hub of World.

World looking for a new destin…"
 2020 Mar 27 05:43:06	1	"RT @rishibagree: Dear Friends

China is very upset with tweeples calling #CoronaVirus as #ChineseVirus19 
So please do not RT it

Thank you"
 2020 Mar 27 05:43:06	1	"RT @NorbertElekes: BREAKING: U.S. reports more coronavirus cases than any other country in the world.

Overtook China and Italy."
 2020 Mar 27 05:43:06	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:06	2	RT @business: The second virus shockwave is already hitting China’s factories https://t.co/pX7KREthwS
 2020 Mar 27 05:43:06	1	RT @eugenegu: So it’s official. We’re number one in the world for coronavirus cases, even surpassing China which has more than 4 times as m…
 2020 Mar 27 05:43:06	1	RT @devduttmyth: Did you see police beating up citizens as part of coronavirus physical distancing in China, in Italy, in France, in USA?…
 2020 Mar 27 05:43:05	2	RT @Atheist_Krishna: Give India permanent seat at the UN Security Council &amp; kick out China.
 2020 Mar 27 05:43:05	1	"RT @business: #Coronavirus updates:
-Global deaths from the pandemic reach 24,000
-Total cases at 531,000, 122,000 recovered: Johns Hopkins…"
 2020 Mar 27 05:43:05	2	RT @OpIndia_com: While China is engaging in dubious propaganda to shift blame from its disastrous handling of the outbreak, it has engaged…
 2020 Mar 27 05:43:05	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:05	1	"RT @onaka_peko_chan: あんスのオタク「燐音嫌い‼️晃牙のこと蹴り落とすな‼️ニキのこと奴隷扱いするな‼️クズ‼️DV男‼️」
過去に女の顔面踏んづけた大神晃牙「…」
推しが拉致監禁の犯罪者な私「…」
過去に後輩を拉致監禁した瀬名泉「ほんっと最低‼️犯罪じゃん…"
 2020 Mar 27 05:43:05	1	RT @palkisu: Chinese propaganda machine going full throttle. Have been on Twitter for 11 yrs. Never before subjected to such hatred &amp; troll…
 2020 Mar 27 05:43:05	1	RT @NPR: JUST IN: The U.S. now has the most reported coronavirus cases in the world, according to data compiled by Johns Hopkins University…
 2020 Mar 27 05:43:05	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:05	1	RT @hughriminton: Not great: Chinese-owned companies in Australia sent millions of health items to #Wuhan, leaving shortages here: reports…
 2020 Mar 27 05:43:05	1	RT @elmundoes: #ÚltimaHora 🔴 Los tests rápidos de Sanidad no funcionan, y China avisa de que se compraron a una empresa sin licencia. https…
 2020 Mar 27 05:43:05	2	"RT @geloraco: Gandeng Investor China, Luhut Datangkan 40 Ton Masker hingga Alat Tes Corona
https://t.co/qBNpNsabsO"
 2020 Mar 27 05:43:05	2	@realDonaldTrump Tell China tomorrow we will have 100,000 tested positive and death growth rates at 10% and increas… https://t.co/eyBkQxGQSq
 2020 Mar 27 05:43:05	1	"RT @rishibagree: Dear Friends

China is very upset with tweeples calling #CoronaVirus as #ChineseVirus19 
So please do not RT it

Thank you"
 2020 Mar 27 05:43:05	1	"RT @lavozdeinaki: Iñaki Gabilondo: ""Ninguno escarmentó de los errores de sus vecinos, ni Italia escarmentó de China, ni España de Italia, n…"
 2020 Mar 27 05:43:05	0	@PuneethPuthran @Devendra8080 @realDonaldTrump I'm talking to you very peacefully as a Chinese. We use VPN to get a… https://t.co/hFQbIxTyaM
 2020 Mar 27 05:43:05	2	@realDonaldTrump MADE IN CHINA COVID19
 2020 Mar 27 05:43:05	1	"RT @OzraeliAvi: Wondering how the CCP is keeping China’s Coronavirus numbers at zero?

Watch what happens when you show up for a test: 

ht…"
 2020 Mar 27 05:43:05	1	RT @catecadell: 2532 new deaths in 59 countries brought the total death toll to over 24,000 in the virus' most deadly (reported) day so far…
 2020 Mar 27 05:43:05	2	@htTweets Shame on China. Shame on UNSC if it doesn’t question China on #WuhanVirus #ChineseVirus… https://t.co/6jOtVBgCiB
 2020 Mar 27 05:43:05	1	"#coronavirus global updates March 27: 184 new cases in Middle East 
https://t.co/1mlgDkjlzG https://t.co/OSnTPnuVv1"
 2020 Mar 27 05:43:05	2	@realDonaldTrump China needs to pay reparations, they have caused a global pandemic &amp; possibly global economic coll… https://t.co/TI7EaV4Ex5
 2020 Mar 27 05:43:05	1	RT @shaunking: It appears that the United States will overtake both Italy and China in total coronavirus cases by this time tomorrow, if no…
 2020 Mar 27 05:43:05	2	RT @bennyjohnson: If you are tweeting that China has lower number of China Virus cases than the US -- that means you are a useful idiot who…
 2020 Mar 27 05:43:04	2	"RT @Kunsland0204: #CaiXukun 
Inaugural issue of Wonderland China 
@CXK_official @wonderlandmag 
#WonderlandChina https://t.co/Y9rEH3n3eY"
 2020 Mar 27 05:43:04	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:04	2	"RT @archanatriv: Don't remove any barrier &amp; engage  with this rogue communist nation
#China Who spread #ChineseVirus in world to destroy us."
 2020 Mar 27 05:43:04	2	RT @mlipsitch: True. We are near the beginning of the epidemic, with most people still susceptible. China and Korea have suppressed transmi…
date	label	text
 2020 Mar 27 05:43:17	2	RT @thebradfordfile: When Joe Biden eventually comes out of hiding, he needs to start answering questions about the deals that enriched his…
 2020 Mar 27 05:43:17	2	RT @_danthemanx: china are lifting their isolation on the 8th of april, it was enforced on the 23rd january, and people really believe we’r…
 2020 Mar 27 05:43:17	2	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:17	2	"RT @Ateendriyo: China, while #WuhanCoronavirus pandemic rages, has:

1. Withdrawn sanitizer stocks from Australia via a company owned by th…"
 2020 Mar 27 05:43:17	2	RT @Imamofpeace: A Chinese government-backed firm has secretly raided in bulk Australia’s supplies of masks, hand sanitiser, antibacterial…
 2020 Mar 27 05:43:17	2	RT @poetWOAgun: If China allowed 5M possibly infected Chinese to leave Wuhan &amp; infect the world on purpose to ATTACK the USA &amp; our economy.…
 2020 Mar 27 05:43:17	2	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:17	0	RT @Proctologo: Así como está haciendo Trump demandando a china por 20.000.000.000 de dólares, como indemnización por el desastre provocado…
 2020 Mar 27 05:43:17	2	RT @DanyalGilani: US becoming the new epicenter of #CoronavirusOutbreak as it surpasses China in the total number of diagnosed cases. Stric…
 2020 Mar 27 05:43:17	2	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:17	2	"RT @jburnmurdoch: NEW: Thursday 26 March update of coronavirus mortality trajectories tracker

• US death toll curve has passed China’s at…"
 2020 Mar 27 05:43:17	2	RT @rose_k01: THIS IS What China did  #ChineseVirus19  #ChinaVirus #COVID19 #ChineseVirus #CoronavirusOubreak #XijinpingVirus #MadeInChinaV…
 2020 Mar 27 05:43:16	2	RT @_danthemanx: china are lifting their isolation on the 8th of april, it was enforced on the 23rd january, and people really believe we’r…
 2020 Mar 27 05:43:16	0	RT @thomaskaine5: BUSTED: Trump rescheduled coronavirus response phone call with China — to talk to Sean Hannity on Fox News. Are you boyco…
 2020 Mar 27 05:43:16	1	In China's Hubei, uncertainty, pessimism and hope as life resumes https://t.co/5aouToec8K via @brendagoh_ https://t.co/3LGp0falqA
 2020 Mar 27 05:43:16	2	@OmarNewell Prob a blessing in disguise.  Milk is the worst thing for mucus.  Excess mucus in the system is what th… https://t.co/8viOZD3nXV
 2020 Mar 27 05:43:16	2	RT @vivekagnihotri: In few days Italy, US and maybe Spain will have In less than 2 days there will be more confirmed cases than China. It’s…
 2020 Mar 27 05:43:16	2	RT @alok_bhatt: When Nipah outbreak happened in Kerala, India alerted @WHO &amp; took imemediate efforts to contain it; when Ebola happened, mu…
 2020 Mar 27 05:43:16	0	RT @elorakdshn: China is a fucking liar too. The refuse to accept new Covid19 suspected patients just to keep “zero new patient record” cle…
 2020 Mar 27 05:43:16	0	RT @TheTweetOfGod: Somewhere in China there's a bat getting high-fives from every other animal he sees.
 2020 Mar 27 05:43:16	0	RT @Moyo_VIP: Na China chop meat, the rest of the world de wash hands.. 🤦🏽‍♂️
 2020 Mar 27 05:43:16	0	RT @shyam_chastwa: @Atheist_Krishna The time has come when Vito Power can be snatched away from arrogant and reckless China on charge of en…
 2020 Mar 27 05:43:16	2	RT @dineshjoshi70: This is how China fought the #coronavirus thru application of technology and collection of data. We must invest in data…
 2020 Mar 27 05:43:16	2	"RT @Earth_ToHeaven: True worship can cure incurable diseases like Cancer, Aids, etc.
Saint Rampal Ji Maharaj is the one who provides true w…"
 2020 Mar 27 05:43:16	2	RT @BairdBev: @djclimenhaga @IsabellaBardoel @PierrePoilievre Dr. Tam explained it well - try to contain the initial epicentre and defuse i…
 2020 Mar 27 05:43:16	2	RT @elonmusk: No new domestic corona cases in China https://t.co/lGmxRvMyFy
 2020 Mar 27 05:43:16	1	What if nga kaya no, what if ginawa ng China yung virus? 🙄
 2020 Mar 27 05:43:16	0	@RFJ__China @Mstruthseeker1 @MeCommunist @abbas7867ali @vedantrai142 @ShivamP58948722 @ChineseNSJ @Neerajhere001… https://t.co/1dnAb2SgqK
 2020 Mar 27 05:43:16	2	"RT @AskAnshul: When Article 370 &amp; 35A was abrogated from J&amp;K, China wanted discussion on Kashmir in UNSC.

Now, when the whole world is in…"
 2020 Mar 27 05:43:16	2	"RT @hshaban: ""President Trump once said that when he was elected we would win so much that we’d be sick of winning. As America leads the wo…"
 2020 Mar 27 05:43:15	2	RT @techreview: Hospitals in China are reporting their experiences with hundreds of coronavirus patients so far. (from February) https://t.…
 2020 Mar 27 05:43:15	0	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:15	2	RT @ftchina: Hidden infections challenge China’s claim coronavirus is under control https://t.co/2yn7yu9hxN
 2020 Mar 27 05:43:15	2	RT @AartiTikoo: @realDonaldTrump Alright, the US also chickened out before China. Chinese imperialism wins, thanks to a small deadly virus.
 2020 Mar 27 05:43:15	2	"RT @XSalaimartin: ""Ah! Pero si tenían la marca CE!!! No sabe el ministro q hay 2 marcas CE: (1) Conformité Européene i (2) China Export? La…"
 2020 Mar 27 05:43:15	2	RT @SerendipityDizl: Why so many #WuhanCoronaVirus deaths in Italy? A large population of Chinese—many immigrating from Wuhan Province—live…
 2020 Mar 27 05:43:15	2	"RT @ChetanBhardwaj_: China be like .. 

#ChineseVirus19 https://t.co/4l5o5TWlPb"
 2020 Mar 27 05:43:15	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:15	2	"@realDonaldTrump We thought America was supremo in the world bt conclusion China ruled over American.
U-turn"
 2020 Mar 27 05:43:15	2	"RT @marcorubio: News that we’re number one in #CoronaVirus cases is a reminder of why recent measures are so necessary

But let’s keep it i…"
 2020 Mar 27 05:43:15	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:15	1	@NihaMasih @IndiaToday Shocking @washingtonpost first uses this china virus when reported about India and whose chi… https://t.co/zfNt9gm9tS
 2020 Mar 27 05:43:15	2	RT @prithvisrg: Blody #ChineseVirus19 , china is a curse to humanity. Shame on u china https://t.co/javJQAsOI9
 2020 Mar 27 05:43:15	2	"RT @EnriqueEnVivo: ⚠️#ÚltimaHora: Se cancela inicio de pruebas rápidas por #Covid19mx en #Jalisco.

""Han pasado cosas raras en las últimas…"
 2020 Mar 27 05:43:15	2	Coronavirus 26 de marzo, minuto a minuto: Estados Unidos es el país con más casos de coronavirus reportados, por en… https://t.co/kYbNAb6tsO
 2020 Mar 27 05:43:15	2	"RT @CDW16548673: I just figured out that the phrase ""street meat"" means something totally different in China."
 2020 Mar 27 05:43:15	0	RT @plantlady293: Deblasio tried to blame President Trump but his own city officials who were worried about being called racist &amp; encourage…
 2020 Mar 27 05:43:15	0	RT @VincentCrypt46: For those that don't know. TikTok=China
 2020 Mar 27 05:43:15	2	RT @rahulroushan: sab ko China ke hilaaf bhadka ke khud momo khaane nikal gaya yeh toh
 2020 Mar 27 05:43:15	1	RT @eugenegu: So it’s official. We’re number one in the world for coronavirus cases, even surpassing China which has more than 4 times as m…
 2020 Mar 27 05:43:15	1	@realDonaldTrump can't trust China when they're lying about the cases themselves.
 2020 Mar 27 05:43:15	2	RT @Atheist_Krishna: Give India permanent seat at the UN Security Council &amp; kick out China.
 2020 Mar 27 05:43:14	1	RT @_danthemanx: china are lifting their isolation on the 8th of april, it was enforced on the 23rd january, and people really believe we’r…
 2020 Mar 27 05:43:14	2	So wer in meinem Umfeld, war Anfang in Januar in China auf Dienstreise oder Urlaub und hat mir davon nichts erzählt… https://t.co/KLkvKxr4Hc
 2020 Mar 27 05:43:14	2	RT @CNNIndonesia: Jumlah Kasus Corona di AS kini Tertinggi di Dunia Salip China https://t.co/D8Pi1Uv1Er
 2020 Mar 27 05:43:14	2	RT @BrotherNature: USA has officially passed China and Italy. It’s important you take this seriously if you haven’t already. #stayhome http…
 2020 Mar 27 05:43:14	2	RT @MariaJamardoC: China confirma que el Gobierno ha comprado material a una empresa no homologada, mientras inventa trámites para excluir…
 2020 Mar 27 05:43:14	1	RT @MaihenH: ATENCION | China tenían a un paciente de Wuhan de 55 años que padecía el coronavirus el 17 de noviembre del 2019, mucho antes…
 2020 Mar 27 05:43:14	1	Na drie dagen weer binnenlandse besmetting in China https://t.co/tgZ2QAK8M6
 2020 Mar 27 05:43:14	1	RT @Atheist_Krishna: Give India permanent seat at the UN Security Council &amp; kick out China.
 2020 Mar 27 05:43:14	1	@nikkikool1 @VegasGal2000 @NVGOP @GovSisolak Trump never closed the borders with China. Americans — just as capable… https://t.co/FWycpYsRMm
 2020 Mar 27 05:43:14	2	RT @AdamJLowy: @realDonaldTrump Don't trust China! China is asshoe!
 2020 Mar 27 05:43:14	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:14	0	RT @Atheist_Krishna: Give India permanent seat at the UN Security Council &amp; kick out China.
 2020 Mar 27 05:43:14	1	RT @GordonGChang: Americans donated medical supplies to #China, and now China is selling supplies to other countries. Is there anything too…
 2020 Mar 27 05:43:14	2	"@nitingokhale Made in China ""Brand of shame"" #BoycottChina"
 2020 Mar 27 05:43:14	1	"RT @Laurie_Garrett: The trajectory of the U.S. #COVID19 epidemic just couldn't be worse, especially compared to other nations.
We've outpac…"
 2020 Mar 27 05:43:14	2	ALL I WANT IS CHINESE STOCK MARKET TO FALL LIKE A STONE #ChinaLiedPeopleDied #China #XijinpingVirus  $CHINAA50 #markets #DOWJONES
 2020 Mar 27 05:43:14	1	"RT @SoniUpadhyaya: CHINA must be dragged into International Court and stripped of its VETO power in the UN
 'Crime against humanity'
COVID-…"
 2020 Mar 27 05:43:13	1	@CCTV Come on, China!
 2020 Mar 27 05:43:13	1	我的推特開始發不出來 https://t.co/QTTg8vi4uJ
 2020 Mar 27 05:43:13	2	RT @Atheist_Krishna: Give India permanent seat at the UN Security Council &amp; kick out China.
 2020 Mar 27 05:43:13	1	Its high time we (the rest of the world) boycott CHINA.. heartless, bat eating weird species..… https://t.co/fI8B1IoZY1
 2020 Mar 27 05:43:13	0	RT @faznet: In China wird Regierungskritik systematisch unterdrückt. Unabhängiger Journalismus wird bekämpft. Daran hat auch die #Corona-Kr…
 2020 Mar 27 05:43:13	2	every post I see about how China is doing all this insane stuff to keep track of people I think about my security g… https://t.co/QHiIyskaYb
 2020 Mar 27 05:43:13	2	RT @blackholesmerge: China is more evil than but also less harmful than the West. Plain and Simple. West is also generously funding Communi…
 2020 Mar 27 05:43:13	2	"RT @_ankahi: @HarbirSinghNain @nation1st @narendramodi Every country worth its salt should be using the #ChineseVirus #WuhanVirus. 

They m…"
 2020 Mar 27 05:43:13	2	RT @el_pais: Reporteros Sin Fronteras rastrea cómo la censura china contribuyó a expandir el coronavirus  https://t.co/bLVkhGbu5V
 2020 Mar 27 05:43:13	0	"RT @Trey_VonDinkis: .
⚖️ DOJ WATCH

-  - MORE CHINESE SPIES BUSTED at HARVARD / DIRECT CHINESE VIRUS TIES

“Unbeknownst to Harvard Universi…"
 2020 Mar 27 05:43:13	2	RT @ArtKrafter: Don't blame china, they didn't hide information, they didn't executed whistleblower, they didn't let #coronavirus .They kil…
 2020 Mar 27 05:43:13	2	RT @elorakdshn: China is a fucking liar too. The refuse to accept new Covid19 suspected patients just to keep “zero new patient record” cle…
 2020 Mar 27 05:43:13	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:13	2	RT @fala_carrara: eu nunca vi uma coisa da China durar tanto
 2020 Mar 27 05:43:13	2	@rahulroushan China probably got hold of evidence to blackmail him or may have promised a reelection later this year
 2020 Mar 27 05:43:13	1	RT @CNNIndonesia: 20 Ton Alkes Corona Bantuan Perusahaan China Tiba di Soetta https://t.co/J0O5iaOWET
 2020 Mar 27 05:43:13	0	RT @Rangoli_A: The way Shanghai and Beijing remain unaffected even though they are next to Wuhan makes me wonder if this was a well planned…
 2020 Mar 27 05:43:13	2	"@reno_2 @Rezamorset1 @VIVAcoid Australia berani ngusir China langsung miskin wkwkkwkwkkw...
Separoh ekpor Australia… https://t.co/J4r1AOur1L"
 2020 Mar 27 05:43:13	1	@China_ke_MKB @ito0411 @CGTNOfficial 这篇文章我都看了不下10遍，我只能告诉你，它全篇胡扯！我觉得你还是以后多出来走走吧！来中国看看，因为有句话:读万卷书，不如行万里路！不要抱残守缺，一叶障目！
 2020 Mar 27 05:43:13	2	@USA_China_Talk 不明白美国国务卿在自己家大病疫爆发时，不去关心自己家国民的安危，一直把精力用在关心人家家里，那美国人民出钱养你干什么？如果你自以为是上帝，那你去救伊朗人民呀？事实上，你什么都不是，劝你辞去美国国务卿… https://t.co/iMZJRSZ0S3
 2020 Mar 27 05:43:13	2	an agent for China and a US senator - obliviously a double agent like her car driver handler Does this make her a t… https://t.co/oaipGzP3AM
 2020 Mar 27 05:43:13	1	RT @MrDash109: @AndrewScheer And again we as Canadians see how Simple Simon Andrew Sheer's less than analytical provincial thought process…
 2020 Mar 27 05:43:13	1	RT @realDonaldTrump: Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is r…
 2020 Mar 27 05:43:13	2	"RT @ConnerJanith: China Refuses to Admit Coronavirus Patient to Keep New Cases at Zero 

China is reporting no new cases and expecting the…"
 2020 Mar 27 05:43:13	2	@BJP4India @narendramodi @nitin_gadkari @PMOIndia @MORTHIndia Saab! China ka bhi kuch karo. Kb tk yuhi marte raheng… https://t.co/WeFPEVaD9r
 2020 Mar 27 05:43:13	0	"RT @TundeTASH: NEW: China is closing its borders from March 28 until further notice due to coronavirus. 

Entry by special visa or residenc…"
